Day,Date,NO_CWV,NO_LB1,NO_LB2,NO_LB3,NO_LB4,NO_NDM_Total,NO_DM,NO_Interruptible,NO_Shrinkage,NO_Total_Throughput,NO_Billing_CV,NE_CWV,NE_LB1,NE_LB2,NE_LB3,NE_LB4,NE_NDM_Total,NE_DM,NE_Interruptible,NE_Shrinkage,NE_Total_Throughput,NE_Billing_CV,LB1,LB2,LB3,LB4,NDM_Total,DM,Interruptible,Shrinkage,Total_Throughput
Sunday,25-February-18,1.83,90010.43,9698.47,6624.13,5880.49,112213.518,24085.849,0,424.62,143700.149,39.7,0.21,121378.58,13664.97,8794.96,5917.5,149756.018,23347.643,0,536.036,171876.782,39.8,211389.01,23363.44,15419.1,11797.99,261969.536,47433.492,0,960.656,315576.931
Monday,26-February-18,1.09,92211.29,13452.53,9793.58,8025.94,123483.336,28936.535,0,424.62,169462.701,39.5,-0.32,122018.68,19343.59,13341.59,9118.79,163822.643,29654.964,0,536.036,207601.273,39.7,214229.97,32796.11,23135.17,17144.73,287305.979,58591.499,0,960.656,377063.974
Tuesday,27-February-18,-0.71,103528.61,14989.51,10782.97,8445.55,137746.633,29245.244,0,424.62,178419.661,39.5,-1.23,128204.24,20286.16,13898.25,9287.88,171676.517,29979.68,0,536.036,215586.183,39.6,231732.85,35275.67,24681.21,17733.43,309423.15,59224.924,0,960.656,394005.844
Wednesday,28-February-18,-2.62,115535.94,16622.25,11832.97,8890.76,152881.917,28642.152,0,424.62,202700.846,39.6,-3.81,145728.96,22953.9,15489.4,9766.98,193939.243,30405.745,0,536.036,243637.911,39.6,261264.9,39576.15,27322.38,18657.73,346821.16,59047.897,0,960.656,446338.757
Thursday,01-March-18,-2.84,116815.79,16602.6,11998.6,8752.01,154169,27856.66,0,424.62,210973.733,39.7,-5.61,158297.29,24588.13,16496.64,10199.77,209581.827,29746.592,0,536.036,254816.621,39.7,275113.08,41190.73,28495.23,18951.78,363750.827,57603.252,0,960.656,465790.354
Friday,02-March-18,-1.63,110640,14658.15,10086.23,7544.39,142928.768,31271.351,0,424.62,199015.468,39.7,-4.27,152467.46,21878.8,14093.42,8829.3,197268.981,25439.874,0,536.036,234174.509,39.6,263107.46,36536.95,24179.65,16373.69,340197.749,56711.225,0,960.656,433189.977
Saturday,03-March-18,-0.29,104634.52,10726.39,7371.44,5873.87,128606.217,28752.188,0,424.62,176447.101,39.9,-2.03,137017.9,15165.26,9709.39,6020.35,167912.909,23931.974,0,536.036,210487.241,39.4,241652.42,25891.65,17080.83,11894.22,296519.126,52684.162,0,960.656,386934.342
Sunday,04-March-18,1.05,94975.11,10075.5,6936.64,5903.18,117890.416,28210.919,0,424.62,161270.944,39.9,1.54,112376.66,12552.59,8199.74,5817.19,138946.185,23943.598,0,536.036,188446.921,39.7,207351.76,22628.09,15136.38,11720.37,256836.601,52154.517,0,960.656,349717.865
Monday,05-March-18,2.13,85607.54,12407.88,9256.1,7667.12,114938.639,27512.278,0,424.62,148876.719,39.7,3.41,96906.82,15358.19,10974.14,8511.54,131750.693,25404.867,0,536.036,164849.483,39.5,182514.36,27766.08,20230.23,16178.66,246689.332,52917.145,0,960.656,313726.202
Tuesday,06-March-18,3,80145.74,11674.2,8776.02,7477.19,108073.143,26065.659,0,424.62,147170.427,39.8,4.05,92553.76,14704.17,10582.25,8391.73,126231.903,27104.89,0,536.036,166318.083,39.5,172699.5,26378.37,19358.27,15868.91,234305.046,53170.549,0,960.656,313488.51
Wednesday,07-March-18,3.55,76693.26,11210.37,8472.44,7357.16,103733.228,25518.888,0,424.62,138421.26,39.9,4.04,92625.64,14714.4,10588.43,8393.63,126322.106,28505.804,0,536.036,165994.571,39.7,169318.91,25924.77,19060.87,15750.79,230055.334,54024.692,0,960.656,304415.831
Thursday,08-March-18,3.4,77638.66,11336.4,8575.96,7389.9,104940.921,25681.219,0,424.62,142680.623,39.9,3.76,94534.37,14997.04,10759.82,8446.05,128737.283,30435.308,0,536.036,176448.055,39.8,172173.03,26333.44,19335.78,15835.95,233678.204,56116.527,0,960.656,319128.678
Friday,09-March-18,3.94,75217.82,10243.97,7345.69,6452.3,99259.769,25721.854,0,424.62,129143.292,39.8,4.39,92233.64,13522.96,9287.73,7375.91,122420.236,27389.612,0,536.036,153390.404,39.7,167451.46,23766.93,16633.42,13828.21,221680.005,53111.466,0,960.656,282533.696
Saturday,10-March-18,4.35,74400.92,7835.8,5574.2,5115.59,92926.506,25643.257,0,424.62,124536.086,39.8,6.7,76235.42,8704.37,6019.06,4925.86,95884.705,25461.491,0,536.036,138055.534,39.5,150636.34,16540.17,11593.26,10041.45,188811.211,51104.748,0,960.656,262591.62
Sunday,11-March-18,4.84,70520.6,7667.89,5448.56,5262.53,88899.583,24449.511,0,424.62,116662.566,39.7,6.45,78129.08,8904.81,6121.11,5179.14,98334.132,25649.546,0,536.036,132829.236,39.5,148649.68,16572.7,11569.67,10441.67,187233.715,50099.057,0,960.656,249491.802
Monday,12-March-18,4.62,69985.41,10307.58,7901.23,7123.58,95317.798,22680.097,0,424.62,132490.749,39.6,5.37,83577.91,13351.55,9774.07,8144.73,114848.266,27822.192,0,536.036,161749.459,39.5,153563.32,23659.14,17675.3,15268.31,210166.064,50502.289,0,960.656,294240.208
Tuesday,13-March-18,4.83,68667.65,10131.54,7785.13,7077.7,93662.01,20717.749,0,424.62,123791.458,39.3,6.17,78134.32,12531.94,9284.22,7994.98,107945.468,27245.761,0,536.036,150178.59,39.4,146801.97,22663.48,17069.35,15072.68,201607.478,47963.51,0,960.656,273970.048
Wednesday,14-March-18,4.76,69110.04,10190.59,7823.79,7092.99,94217.396,21379.909,0,424.62,129069.954,39.2,5.95,79633.66,12758.29,9418.97,8036.18,109847.1,26054.365,0,536.036,152315.93,39.3,148743.7,22948.87,17242.76,15129.17,204064.496,47434.274,0,960.656,281385.884
Thursday,15-March-18,4.09,73321.28,10755.65,8194.39,7239.25,99510.57,22718.316,0,424.62,144464.75,39.2,6.39,76638.41,12307.66,9149.54,7953.79,106049.392,27703.878,0,536.036,163241.629,39.3,149959.69,23063.31,17343.93,15193.03,205559.962,50422.194,0,960.656,307706.379
Friday,16-March-18,3.24,79690.76,10802.64,7693.03,6589.52,104775.947,24398.156,0,424.62,157111.657,39.2,5.43,85007.4,12522.93,8710.62,7201.34,113442.293,24798.367,0,536.036,176212.942,39.3,164698.16,23325.56,16403.65,13790.87,218218.24,49196.523,0,960.656,333324.599
Saturday,17-March-18,0.41,100112.62,10293.77,7113.94,5759.45,123279.789,23549.675,0,424.62,172344.886,39.2,-0.59,127023.83,14101.52,9100.73,5839.84,156065.917,24775.633,0,536.036,203396.819,39.4,227136.45,24395.29,16214.67,11599.29,279345.706,48325.308,0,960.656,375741.705
Sunday,18-March-18,0.42,99082.89,10479.17,7202.6,6009.69,122774.349,23607.836,0,424.62,178468.157,39.3,-1.09,130761.45,14508.21,9313.24,6158.94,160741.83,24183.107,0,536.036,213302.779,39.4,229844.33,24987.38,16515.84,12168.63,283516.179,47790.943,0,960.656,391770.936
Monday,19-March-18,2.17,85391.47,12378.19,9256.26,7658.38,114684.3,22419.815,0,424.62,156762.383,39.6,0.62,115929.99,18216.58,12682.3,9033.73,155862.584,26022.879,0,536.036,189393.737,39.7,201321.46,30594.77,21938.56,16692.11,270546.884,48442.694,0,960.656,346156.12
Tuesday,20-March-18,3.67,75969.19,11113.71,8426.63,7330.87,102840.398,20270.834,0,424.62,137250.708,39.8,3.14,98774.84,15637.49,11139.35,8562.09,134113.76,27750.397,0,536.036,174110.072,39.7,174744.02,26751.2,19565.98,15892.96,236954.158,48021.231,0,960.656,311360.78
Wednesday,21-March-18,4.15,72955.15,10708.74,8161.18,7226.18,99051.249,21384.845,0,424.62,135661.554,39.7,4.05,92579.75,14707.38,10582.22,8391.81,126261.155,27703.661,0,536.036,168134.529,39.8,165534.9,25416.12,18743.39,15617.99,225312.404,49088.506,0,960.656,303796.083
Thursday,22-March-18,5.63,63659.49,9462.43,7342.67,6903.08,87367.67,22196.185,0,424.62,114235.347,39.6,5.52,82573.31,13206.03,9682.2,8116.68,113578.221,27596.772,0,536.036,144818.5,39.7,146232.8,22668.46,17024.87,15019.76,200945.891,49792.957,0,960.656,259053.847
Friday,23-March-18,6.07,61689.63,8562.21,6288.96,6034.7,82575.506,23311.535,0,424.62,116469.882,39.8,6.69,76250.5,11312.97,8001.31,6989.87,102554.657,26460.399,0,536.036,143130.766,39.6,137940.13,19875.18,14290.28,13024.57,185130.163,49771.934,0,960.656,259600.648
Saturday,24-March-18,6.19,62429.67,6694.44,4855.1,4814.83,78794.03,21737.9,0,424.62,100797.407,39.8,7.09,73538.13,8421.84,5846.57,4876.99,92683.527,24968.998,0,536.036,128734.582,39.5,135967.8,15116.27,10701.68,9691.81,171477.557,46706.898,0,960.656,229531.989
Sunday,25-March-18,5.63,65445.51,7171.26,5135.07,5129.01,82880.855,23248.299,0,424.62,104128.244,39.7,7.33,72006.62,8257.76,5741.08,5064.86,91070.312,26101.118,0,536.036,121803,39.6,137452.13,15429.02,10876.15,10193.87,173951.167,49349.417,0,960.656,225931.244
Monday,26-March-18,5.72,63100.16,9387.09,7292.84,6883.44,86663.534,23775.366,0,424.62,111176.152,39.5,7.57,68617.48,11107.66,8427.08,7732.97,95885.181,27370.44,0,536.036,131556.825,39.6,131717.64,20494.75,15719.92,14616.42,182548.715,51145.806,0,960.656,242732.977
Tuesday,27-March-18,5.96,61597.38,9183.21,7160.09,6831.06,84771.729,23507.316,0,424.62,119903.876,39.8,7.02,72367.49,11671.46,8763.75,7835.92,100638.617,28063.968,0,536.036,143956,39.7,133964.87,20854.67,15923.84,14666.98,185410.346,51571.284,0,960.656,263859.876
Wednesday,28-March-18,5.25,65730.42,9640.12,7443.67,6670.44,89484.642,24969.349,0,424.62,123631.658,39.8,6.33,76758.91,12064.32,8822.58,7428.73,105074.543,28711.323,0,536.036,146324.774,39.7,142489.33,21704.44,16266.25,14099.17,194559.185,53680.672,0,960.656,269956.432
Thursday,29-March-18,4.94,67674.17,9897.11,7612.01,6734.96,91918.243,23954.537,0,424.62,122297.994,39.8,5.84,80086.19,12553.79,9109.45,7514.33,109263.764,28126.355,0,536.036,150938.906,39.6,147760.36,22450.9,16721.46,14249.29,201182.007,52080.892,0,960.656,273236.9
Friday,30-March-18,4.77,67770.14,8913.86,6276.12,5307.44,88267.566,23534.114,0,424.62,121946.21,39.9,5.38,80282.66,11536.9,7584.68,5282.56,104686.784,26755.097,0,536.036,143103.33,39.6,148052.8,20450.76,13860.8,10590,192954.35,50289.211,0,960.656,265049.54
Saturday,31-March-18,4.22,70943.97,7830.79,5487.4,4757.99,89020.16,24156.393,0,424.62,135645.241,39.8,4.61,87541.67,9714.32,6399.24,4420.76,108075.995,27368.294,0,536.036,161325.272,39.6,158485.65,17545.11,11886.65,9178.75,197096.155,51524.687,0,960.656,296970.513
Sunday,01-April-18,4.48,69378.63,7539.55,5377.55,4689.56,86985.283,24493.233,0,408.084,125646.336,39.7,4.72,87055.29,9500.32,6360.74,4475.71,107392.061,26832.361,0,481.345,160623.628,39.6,156433.92,17039.87,11738.29,9165.27,194377.344,51325.594,0,889.429,286269.964
Monday,02-April-18,3.5,75636.16,9677.19,6842.78,5493.34,97649.464,26288.382,0,408.084,148471.446,39.6,5.77,77956.72,11030.19,7420.18,5294.63,101701.717,26598.862,0,481.345,171156.348,39.5,153592.88,20707.38,14262.96,10787.96,199351.181,52887.244,0,889.429,319627.794
Tuesday,03-April-18,4.94,67711.69,9731.3,7632.74,6744.77,91820.496,24927.484,0,408.084,128514.428,39.6,7.8,66986.72,10454.49,8060.21,7200.36,92701.769,26539.59,0,481.345,133129.996,39.5,134698.4,20185.79,15692.95,13945.13,184522.265,51467.074,0,889.429,261644.424
Wednesday,04-April-18,4.82,68465.15,9829.09,7697.75,6769.73,92761.729,25088.322,0,408.084,134459.355,39.7,7.74,67397.91,10513.41,8095.49,7211.42,93218.236,27028.232,0,481.345,139462.888,39.5,135863.07,20342.5,15793.24,13981.16,185979.965,52116.554,0,889.429,273922.243
Thursday,05-April-18,5.5,64213.5,9274.99,7328.77,6628.36,87445.62,26578.287,0,408.084,120485.921,39.6,7.55,68696.46,10700.55,8204.45,7246.41,94847.867,26805.404,0,481.345,130428.683,39.4,132909.96,19975.53,15533.23,13874.77,182293.487,53383.691,0,889.429,250914.604
Friday,06-April-18,6.77,56268.51,8240.14,6639.84,6364.48,77512.969,26745.511,0,408.084,113257.759,39.6,8.44,62641.85,9826.51,7681.65,7082.51,87232.505,26128.216,0,481.345,128343.064,39.4,118910.36,18066.64,14321.48,13446.99,164745.474,52873.727,0,889.429,241600.823
Saturday,07-April-18,7.58,53412.11,5727.12,4307.06,4579.94,68026.229,24397.846,0,408.084,104602.742,39.7,9.32,58189.84,6674.49,4924.95,4609.64,74398.911,27501.946,0,481.345,114607.293,39.4,111601.95,12401.61,9232.01,9189.57,142425.14,51899.792,0,889.429,219210.035
Sunday,08-April-18,8.05,49859.11,5535.58,4171.6,4713.75,64280.041,24665.005,0,408.084,95493.767,39.7,9.3,58443.49,6697.58,4933.44,4820.96,74895.466,25362.484,0,481.345,108046.005,39.5,108302.6,12233.16,9105.04,9534.71,139175.507,50027.489,0,889.429,203539.772
Monday,09-April-18,8.22,47436.38,7154.55,5934.9,6350.66,66876.477,25035.723,0,408.084,99287.465,39.8,8.45,62830.04,10069.07,7987.15,7552.82,88439.08,26758.415,0,481.345,118366.392,39.6,110266.42,17223.61,13922.05,13903.48,155315.557,51794.138,0,889.429,217653.857
Tuesday,10-April-18,6.82,56243.12,8315.27,6708.57,6655.95,77922.908,25190.484,0,408.084,126385.568,39.8,7.93,66383.78,10594.2,8306.66,7653.94,92938.582,26634.745,0,481.345,144151.57,39.6,122626.91,18909.47,15015.23,14309.89,170861.49,51825.229,0,889.429,270537.138
Wednesday,11-April-18,6.31,59453.24,8737.75,6994.07,6767.25,81952.304,25748.758,0,408.084,127209.676,39.9,6.63,75267.73,11907.73,9105.64,7906.72,104187.817,25886.438,0,481.345,150772.731,39.5,134720.97,20645.48,16099.71,14673.97,186140.121,51635.196,0,889.429,277982.407
Thursday,12-April-18,5.92,61908.43,9061.19,7209.75,6852.23,85031.589,25879.907,0,408.084,133013.645,39.9,6.4,76843.13,12139.59,9246.98,7951.45,106181.149,25599.119,0,481.345,157411.035,39.7,138751.55,21200.78,16456.73,14803.68,191212.738,51479.026,0,889.429,290424.68
Friday,13-April-18,6.78,57236.58,7861.02,5945.99,5896.47,76940.049,24908.435,0,408.084,123069.273,39.9,7.81,68690.7,10091.84,7457.53,6803.3,93043.371,28246.355,0,481.345,145694.26,40,125927.28,17952.86,13403.51,12699.77,169983.42,53154.79,0,889.429,268763.533
Saturday,14-April-18,8.39,48135.98,5230.4,3994.23,4448.42,61809.023,23148.303,0,408.084,88975.844,39.8,9.76,55126.55,6352.99,4739.26,4552.06,70770.86,24398.874,0,481.345,103734.619,39.9,103262.53,11583.39,8733.48,9000.49,132579.883,47547.177,0,889.429,192710.463
Sunday,15-April-18,8.89,44438.95,5010.39,3841.87,4572.73,57863.938,24021.836,0,408.084,87719.207,39.9,9.84,54673.6,6301.47,4704.89,4747.75,70427.717,24427.206,0,481.345,108482.626,39.9,99112.55,11311.86,8546.76,9320.49,128291.655,48449.042,0,889.429,196201.833
Monday,16-April-18,9.75,37818.28,5884.96,5091.99,6017.02,54812.242,23083.552,0,408.084,87425.335,39.8,10.48,48968.33,8017.58,6739.6,7157.98,70883.494,25510.444,0,481.345,101445.081,39.8,86786.61,13902.54,11831.6,13175,125695.736,48593.996,0,889.429,188870.416
Tuesday,17-April-18,10.49,33162.95,5271.26,4686.88,5855.57,48976.644,22379.311,0,408.084,88952.47,39.7,11.42,42545.95,7068.31,6161.9,6975.21,62751.367,24426.485,0,481.345,104595.634,39.7,75708.9,12339.57,10848.77,12830.77,111728.011,46805.796,0,889.429,193548.104
Wednesday,18-April-18,12.3,21776.93,3770.21,3685.01,5419.82,34651.954,21687.44,0,408.084,68330.964,39.8,13.66,27240.35,4804.86,4785.26,6539.64,43370.107,20800.421,0,481.345,69133.904,39.6,49017.27,8575.07,8470.27,11959.45,78022.061,42487.861,0,889.429,137464.868
Thursday,19-April-18,13.16,16366.22,3121.05,3270.5,5273.28,28031.045,21270.943,0,408.084,56451.119,39.9,14.92,18631.06,3607.19,4103.46,6294.54,32636.256,19537.063,0,481.345,57224.686,37.6,34997.28,6728.24,7373.96,11567.82,60667.301,40808.006,0,889.429,113675.805
Friday,20-April-18,12.21,22635.88,3631.8,3263.93,4977.36,34508.956,21911.845,0,408.084,55962.029,39.6,14.73,20367.55,3553.06,3672.06,5594.44,33187.105,18035.925,0,481.345,57800.844,39.7,43003.42,7184.86,6935.99,10571.8,67696.061,39947.77,0,889.429,113762.873
Saturday,21-April-18,12.42,21823.78,2763.68,2430.16,3912.47,30930.09,19468.742,0,408.084,51618.284,39.9,14.7,20597.42,2779.95,2695.35,3905.31,29978.022,17638.05,0,481.345,54464.09,39.7,42421.19,5543.63,5125.51,7817.78,60908.112,37106.792,0,889.429,106082.374
Sunday,22-April-18,11.99,24395.16,3075.79,2621.04,4177.07,34269.056,20108.753,0,408.084,59546.174,39.9,14.33,23229.77,3022.93,2823.96,4138.62,33215.281,17183.224,0,481.345,57653.434,39.8,47624.93,6098.72,5445,8315.68,67484.337,37291.977,0,889.429,117199.608
Monday,23-April-18,10.93,30401.44,4907.39,4449.7,5918.73,45677.256,22245.643,0,408.084,75598.314,39.8,12.63,34284.38,5844.78,5429.19,6739.9,52298.249,18659.643,0,481.345,80019.221,39.6,64685.82,10752.17,9878.89,12658.63,97975.505,40905.286,0,889.429,155617.535
Tuesday,24-April-18,9.97,36443.41,5703.71,4982.01,6133.05,53262.175,22618.078,0,408.084,86686.056,39.6,11.57,41529.22,6914.47,6080.61,6946.05,61470.344,19752.273,0,481.345,97778.081,39.6,77972.63,12618.18,11062.62,13079.09,114732.519,42370.351,0,889.429,184464.137
Wednesday,25-April-18,9.53,39217.29,6068.69,5225.93,6231.23,56743.14,22797.77,0,408.084,85854.761,39.9,10.49,48915.48,8007.08,6744.77,7156.1,70823.425,19481.024,0,481.345,93286.088,39.8,88132.77,14075.77,11970.7,13387.33,127566.565,42278.794,0,889.429,179140.849
Thursday,26-April-18,9.21,41232.86,6334.13,5403.4,6302.7,59273.091,22412.715,0,408.084,86720.632,39.5,10.33,50010.67,8168.74,6845.79,7187.2,72212.394,19139.438,0,481.345,103299.637,39.7,91243.53,14502.87,12249.19,13489.89,131485.485,41552.153,0,889.429,190020.269
Friday,27-April-18,8.96,43365.43,6164.05,4879.04,5627.69,60036.211,23149.31,0,408.084,90880.839,39.4,9.01,60336.63,8951.92,6802.27,6593.75,82684.57,20107.831,0,481.345,121359.331,39.6,103702.06,15115.98,11681.32,12221.43,142720.781,43257.141,0,889.429,212240.17
Saturday,28-April-18,8,50707.52,5470.37,4156.6,4647.69,64982.184,23663.58,0,408.084,92981.813,39.8,8.54,63682.56,7246.4,5262.54,4711.77,80903.262,19694.881,0,481.345,113989.494,39.8,114390.09,12716.77,9419.14,9359.46,145885.446,43358.461,0,889.429,206971.307
Sunday,29-April-18,7.69,52224.8,5760.85,4327.2,4916.94,67229.789,24255.969,0,408.084,93737.345,39.7,7.79,69062.22,7807.36,5581.33,5025.91,87476.816,19241.008,0,481.345,110207.917,39.9,121287.02,13568.21,9908.53,9942.85,154706.605,43496.977,0,889.429,203945.262
Monday,30-April-18,7.62,51244.33,7652.71,6285.09,6657.57,71839.701,24423.773,0,408.084,101426.181,39.4,7.74,67720.38,10789.53,8439.12,7690.89,94639.924,22022.176,0,481.345,121297.915,39.5,118964.71,18442.24,14724.21,14348.46,166479.625,46445.949,0,889.429,222724.096
Tuesday,01-May-18,8.67,45028.9,6731.77,5763.77,6557.11,64081.547,23840.109,0,408.084,94145.169,39.5,9.17,58403.43,9349.22,7619.64,7906.81,83279.11,20851.445,0,481.345,103723.291,39.8,103432.33,16080.99,13383.41,14463.92,147360.657,44691.554,0,889.429,197868.46
Wednesday,02-May-18,8.88,43697.62,6560.8,5648.96,6510.48,62417.86,25410.65,0,408.084,94925.846,39.7,9.4,56821.76,9118,7477.7,7860.54,81277.994,22016.413,0,481.345,104516.768,39.8,100519.37,15678.81,13126.66,14371.02,143695.854,47427.063,0,889.429,199442.614
Thursday,03-May-18,9.74,38236.96,5861.49,5178.67,6319.88,55597.003,23821.879,0,408.084,88675.736,39.9,10.6,48554.66,7914.44,6737.4,7618.95,70825.45,20047.092,0,481.345,90581.221,40.1,86791.62,13775.94,11916.06,13938.83,126422.453,43868.971,0,889.429,179256.957
Friday,04-May-18,11.4,28057.87,4250.15,3732.93,5259.4,41300.341,21724.706,0,408.084,64265.614,39.9,12.18,38497.18,5951.33,5090.39,6487.64,56026.532,18422.614,0,481.345,71804.579,39.8,66555.04,10201.48,8823.32,11747.04,97326.873,40147.32,0,889.429,136070.193
Saturday,05-May-18,12.43,21156.37,3129.3,2679.26,4165.49,31130.414,21417.71,0,408.084,50274.506,39.9,13.92,25678.44,3616.44,3173.1,4554.73,37022.704,17886.296,0,481.345,52763.65,39.6,46834.81,6745.74,5852.36,8720.22,68153.118,39304.006,0,889.429,103038.156
Sunday,06-May-18,13.37,15185.91,2547.13,2353.9,4007.42,24094.372,21185.723,0,408.084,46354.21,40,14.98,18373.97,2829.82,2774.08,4409.64,28387.514,17863.18,0,481.345,46042.994,39.7,33559.88,5376.96,5127.98,8417.07,52481.886,39048.903,0,889.429,92397.204
Monday,07-May-18,13.77,12645.87,2300.77,2226.76,3940.2,21113.605,21898.165,0,408.084,48226.966,40,15.46,15066.31,2477.91,2613.37,4343.94,24501.522,18898.18,0,481.345,46261.467,39.7,27712.18,4778.68,4840.13,8284.14,45615.127,40796.345,0,889.429,94488.433
Tuesday,08-May-18,13.46,14308.79,2917.02,3203.49,5547.3,25976.59,22036.556,0,408.084,52327.637,40,15.23,16300.71,3322.66,3955.98,6560.56,30139.91,19188.501,0,481.345,50941.071,39.8,30609.5,6239.68,7159.46,12107.86,56116.5,41225.057,0,889.429,103268.708
Wednesday,09-May-18,12.53,20092.84,3589.37,3615.34,5755.72,33053.27,21898.675,0,408.084,59744.595,40,14.57,20754.19,3921.44,4267.03,6690.05,35632.709,18376.053,0,481.345,55675.395,39.7,40847.03,7510.81,7882.38,12445.77,68685.979,40274.728,0,889.429,115419.99
Thursday,10-May-18,11.32,27617.09,4560.72,4259.25,6027.01,42464.075,22762.99,0,408.084,61528.996,40.1,13.17,30201.42,5262.54,5065.05,6922.42,47451.418,18574.063,0,481.345,62125.518,40,57818.51,9823.25,9324.3,12949.43,89915.493,41337.053,0,889.429,123654.514
Friday,11-May-18,11.62,25755.18,4319.18,4099.06,5959.71,40133.12,23899.24,0,408.084,66241.104,40.1,13.09,30743.08,5340.88,5112.84,6938.14,48134.94,18039.842,0,481.345,68027.119,39.9,56498.26,9660.06,9211.9,12897.85,88268.06,41939.082,0,889.429,134268.223
Saturday,12-May-18,11.46,27323.81,3779.75,3066.93,4453.81,38624.295,21541.14,0,408.084,58175.6,40.1,12.94,32436.79,4385.8,3593.9,4668.07,45084.554,17206.683,0,481.345,58454.904,40,59760.6,8165.55,6660.83,9121.87,83708.849,38747.823,0,889.429,116630.504
Sunday,13-May-18,11.53,26879.16,3734.71,3040.53,4441.74,38096.139,21422.333,0,408.084,56916.655,40,13.19,30713.78,4190.51,3487.36,4633.88,43025.525,16416.118,0,481.345,54779.76,39.9,57592.93,7925.22,6527.89,9075.62,81121.664,37838.451,0,889.429,111696.415
Monday,14-May-18,11.98,24021.57,4046.83,3961.16,5975.99,38005.545,22449.328,0,408.084,56480.981,39.9,14.01,25062.52,4500.54,4642.52,6889.57,41095.14,17758.676,0,481.345,55991.66,39.7,49084.08,8547.38,8603.67,12865.55,79100.685,40208.004,0,889.429,112472.641
Tuesday,15-May-18,12.94,17923.1,3296.46,3464.35,5758.32,30442.233,21281.799,0,408.084,53034.071,39.9,14.88,19066.54,3685.08,4176.25,6714.5,33642.37,18355.779,0,481.345,52844.036,39.5,36989.64,6981.54,7640.61,12472.81,64084.603,39637.578,0,889.429,105878.107
Wednesday,16-May-18,11.1,29614.98,4758.53,4437.58,6175.57,44986.655,22832.641,0,408.084,65009.649,39.9,13.08,31474.12,5435.08,5213.74,7076.67,49199.614,18726.388,0,481.345,67071.796,39.5,61089.1,10193.61,9651.32,13252.24,94186.269,41559.029,0,889.429,132081.445
Thursday,17-May-18,10.57,32982.65,5183.16,4720.35,6295.71,49181.873,22445.689,0,408.084,65212.487,39.8,12.25,37195.69,6259.12,5714.17,7243.66,56412.645,17607.102,0,481.345,68518.997,39.5,70178.35,11442.28,10434.52,13539.38,105594.518,40052.791,0,889.429,133731.484
Friday,18-May-18,11.42,27943.38,4242.41,3728.29,5399.8,41313.876,20582.116,0,408.084,59391.182,39.9,12.66,35127.15,5502.35,4821.74,6365.4,51816.643,16832.578,0,481.345,62220.656,39.5,63070.53,9744.76,8550.03,11765.2,93130.519,37414.694,0,889.429,121611.838
Saturday,19-May-18,12.83,19333.56,2540.56,2348.13,4053,28275.249,17837.444,0,408.084,45044.632,40,13.99,25782.16,3303.81,3028.91,4355.41,36470.282,17890.624,0,481.345,50845.347,39.5,45115.72,5844.37,5377.04,8408.41,64745.531,35728.068,0,889.429,95889.979
Sunday,20-May-18,13.44,15163.21,2236.02,2162.67,4143.97,23705.859,19643.487,0,408.084,46010.23,40.1,14.85,19755.97,2697.68,2691.23,4430.68,29575.556,17796.423,0,481.345,47480.044,39.5,34919.18,4933.7,4853.89,8574.65,53281.415,37439.91,0,889.429,93490.274
Monday,21-May-18,13.63,13542.55,2796.05,3166.71,5601.84,25107.145,20712.332,0,408.084,49566.537,40.2,15.06,17827.77,3522.38,4098.75,6687.6,32136.505,19643.087,0,481.345,51331.129,39.5,31370.32,6318.43,7265.46,12289.44,57243.65,40355.419,0,889.429,100897.666
Tuesday,22-May-18,12.28,22121.09,3818.2,3817.92,5907.95,35665.162,21192.685,0,408.084,65933.362,40.3,14.84,19345.19,3723.64,4213.78,6732.43,34015.029,19967.819,0,481.345,56885.262,39.9,41466.28,7541.83,8031.7,12640.38,69680.191,41160.504,0,889.429,122818.624
Wednesday,23-May-18,11.41,27649.76,4494.39,4254.23,6105.26,42503.647,21217.803,0,408.084,68943.387,40.3,14,25136.34,4531.03,4679.37,6896.64,41243.377,20701.551,0,481.345,60857.977,40,52786.1,9025.42,8933.6,13001.9,83747.024,41919.354,0,889.429,129801.364
Thursday,24-May-18,11.39,27778.66,4506.25,4259.46,5710.4,42254.77,22509.406,0,408.084,67131.742,40.2,14.19,23828.21,4345.76,4571.88,6859.86,39605.707,19924.204,0,481.345,57870.755,40,51606.87,8852.01,8831.34,12570.26,81860.477,42433.61,0,889.429,125002.497
Friday,25-May-18,12.07,23763.36,3748.48,3416.52,4892.72,35821.075,21165.287,0,408.084,69937.135,40.2,13.46,29497.15,4747.64,4380.09,6194.55,44819.432,19909.03,0,481.345,71547.88,39.9,53260.51,8496.13,7796.61,11087.27,80640.507,41074.317,0,889.429,141485.015
Saturday,26-May-18,12.85,19205.02,2532.85,2350.48,3724.91,27813.272,19447.644,0,408.084,51532.294,40.1,14.57,21696.84,2895.8,2807.81,4266.15,31666.597,18547.797,0,481.345,51874.6,39.6,40901.86,5428.65,5158.29,7991.06,59479.869,37995.441,0,889.429,103406.894
