Day,Date,NO_CWV,NO_LB1,NO_LB2,NO_LB3,NO_LB4,NO_NDM_Total,NO_DM,NO_Interruptible,NO_Shrinkage,NO_Total_Throughput,NO_Billing_CV,NE_CWV,NE_LB1,NE_LB2,NE_LB3,NE_LB4,NE_NDM_Total,NE_DM,NE_Interruptible,NE_Shrinkage,NE_Total_Throughput,NE_Billing_CV,LB1,LB2,LB3,LB4,NDM_Total,DM,Interruptible,Shrinkage,Total_Throughput
Sunday,27-May-18,13.38,14891.1,2475.85,2198.34,3747.59,23312.891,19985.85,0,408.084,44422.027,40.1,15.1,16852.55,2677.12,2541.49,3960.09,26031.249,18192.948,0,481.345,44976.385,39.4,31743.65,5152.97,4739.83,7707.69,49344.14,38178.798,0,889.429,89398.412
Monday,28-May-18,13.69,12952.97,2286.03,2094.3,3698.19,21031.504,20882.458,0,408.084,47915.223,40.1,15.27,15727.59,2554.2,2484.09,3940.34,24706.212,19256.627,0,481.345,45790.223,39.3,28680.56,4840.24,4578.39,7638.53,45737.716,40139.085,0,889.429,93705.446
Tuesday,29-May-18,13.37,15061.14,2926.44,3143.54,5047.09,26178.212,21442.999,0,408.084,57334.03,40.1,15.08,17693.38,3247.48,3703.3,5851.63,30495.797,19780.167,0,481.345,53016.696,39.4,32754.52,6173.92,6846.85,10898.72,56674.009,41223.166,0,889.429,110350.726
Wednesday,30-May-18,13.2,16132.52,3050.27,3220.09,5081.11,27483.986,21929.762,0,408.084,64732.422,40.2,14.8,19624.81,3487.73,3832.62,5920.93,32866.097,21120.464,0,481.345,61766.572,39.4,35757.33,6538,7052.71,11002.04,60350.083,43050.226,0,889.429,126498.994
Thursday,31-May-18,13.78,12479.97,2635.49,2965,4965.23,23045.689,22412.211,0,408.084,51541.203,40.1,15.08,17694.33,3248.65,3705.45,5876.04,30524.459,21340.736,0,481.345,52137.661,39.5,30174.29,5884.14,6670.45,10841.27,53570.148,43752.947,0,889.429,103678.864
Friday,01-June-18,14.21,9810.2,2338.2,2903.93,4920.61,19972.939,21883.648,0,408.084,46371.043,40,15.37,15794.51,3017.54,3681.34,5897.61,28390.993,19640.844,0,481.345,47896.021,39.7,25604.71,5355.74,6585.26,10818.22,48363.932,41524.492,0,889.429,94267.064
Saturday,02-June-18,14.21,9740.72,1976.58,1993.08,3648.85,17359.225,20337.843,0,408.084,43140.663,40,15.42,14829.57,2454.84,2490.01,3986.83,23761.241,19815.199,0,481.345,45375.215,39.7,24570.28,4431.41,4483.09,7635.68,41120.466,40153.042,0,889.429,88515.878
Sunday,03-June-18,13.88,12341.47,1960.8,2045.58,3776.06,20123.9,19930.558,0,408.084,47869.142,40.1,15.69,13912.62,2096.65,2422.39,4376.32,22807.985,19700.563,0,481.345,44990.045,39.6,26254.09,4057.45,4467.97,8152.38,42931.885,39631.121,0,889.429,92859.187
Monday,04-June-18,13.31,15643.77,2999.69,3388.66,5338.61,27370.726,22244.931,0,408.084,59576.758,40.1,15.17,17183.59,3389.08,4121.86,6743.97,31438.5,21629.534,0,481.345,56704.845,39.9,32827.36,6388.78,7510.51,12082.58,58809.226,43874.465,0,889.429,116281.603
Tuesday,05-June-18,13.06,17239.68,3186.77,3504.66,5392.38,29323.502,22532.167,0,408.084,58735.094,40.3,14.78,19890.72,3753.42,4317.89,6815.36,34777.391,22187.583,0,481.345,57584.796,40,37130.41,6940.2,7822.56,12207.74,64100.893,44719.75,0,889.429,116319.89
Wednesday,06-June-18,12.82,18771.82,3364.81,3614.33,5443.96,31194.92,24578.27,0,408.084,62286.747,40.3,14.55,21486.87,3968.73,4434.83,6857.72,36748.153,21347.883,0,481.345,63798.034,40.1,40258.69,7333.54,8049.16,12301.69,67943.073,45926.153,0,889.429,126084.781
Thursday,07-June-18,13.03,17433.69,3216.42,3525.09,5398.78,29573.977,24572.403,0,408.084,56454.71,40.3,14.71,20377.67,3821.68,4359.79,6829.35,35388.487,20126.695,0,481.345,51943.326,39.8,37811.36,7038.1,7884.88,12228.13,64962.464,44699.098,0,889.429,108398.036
Friday,08-June-18,12.7,19795.21,3252.87,3177.19,4811.34,31036.61,24918.48,0,408.084,58708.929,40.4,14.28,23877.15,3961.35,4004.25,6138.88,37981.629,22084.425,0,481.345,60298.082,39.9,43672.36,7214.22,7181.45,10950.22,69018.239,47002.905,0,889.429,119007.011
Saturday,09-June-18,12.86,19223.89,2501.04,2369.13,3750.48,27844.545,23351.314,0,408.084,49010.019,39.9,14.48,22480.23,2927.8,2857.14,4341.19,32606.351,22430.431,0,481.345,52044.066,39.5,41704.12,5428.84,5226.27,8091.67,60450.896,45781.745,0,889.429,101054.085
Sunday,10-June-18,13.33,15954.7,2287.49,2245.33,3867.07,24354.583,25029.895,0,408.084,50128.783,40.1,14.78,20390.02,2723.28,2759.79,4496.79,30369.884,23643.521,0,481.345,51442.579,39.7,36344.72,5010.77,5005.13,8363.86,54724.467,48673.416,0,889.429,101571.362
Monday,11-June-18,13.38,15200.85,2979.61,3392.65,5323.55,26896.649,26041.788,0,408.084,53707.759,40,15.19,17047.35,3390.28,4165.54,6747.73,31350.905,24766.65,0,481.345,53462.214,39.8,32248.2,6369.89,7558.19,12071.28,58247.554,50808.438,0,889.429,107169.973
Tuesday,12-June-18,13.39,15137.8,2973.92,3390.62,5321.43,26823.777,24010.992,0,408.084,52845.166,39.9,14.97,18575.28,3594.62,4273.56,6788.11,33231.571,25546.572,0,481.345,57040.955,39.8,33713.09,6568.54,7664.18,12109.54,60055.348,49557.564,0,889.429,109886.121
Wednesday,13-June-18,13.48,14564.56,2912.72,3355.6,5302.05,26134.93,24163.211,0,408.084,52991.742,40,15.17,17187.81,3415.51,4187.58,6753.6,31544.5,25951.343,0,481.345,55910.609,39.6,31752.37,6328.23,7543.18,12055.65,57679.43,50114.554,0,889.429,108902.351
Thursday,14-June-18,13.51,14501.87,2907.16,3354.77,5299.94,26063.744,23864.053,0,408.084,51822.76,40,15.19,17049.23,3399.61,4184.26,6751.26,31384.37,26417.683,0,481.345,58043.514,39.7,31551.11,6306.77,7539.04,12051.2,57448.114,50281.736,0,889.429,109866.274
Friday,15-June-18,13.08,17342.87,2996.82,3040.94,4738.02,28118.641,21489.278,0,408.084,53751.067,39.9,15.06,18347.32,3295.92,3697.93,6018.75,31359.913,25451.432,0,481.345,58607.228,39.7,35690.18,6292.74,6738.86,10756.77,59478.554,46940.71,0,889.429,112358.295
Saturday,16-June-18,12.88,19096.17,2484.02,2366.58,3747.25,27694.028,17800.014,0,408.084,47596.763,40.2,14.91,19430.11,2647.77,2732.42,4293.16,29103.462,25533.75,0,481.345,56200.496,40,38526.29,5131.79,5099.01,8040.41,56797.49,43333.764,0,889.429,103797.259
Sunday,17-June-18,13.17,17009.08,2370.78,2301.48,3893.56,25574.906,18742.37,0,408.084,46678.149,39.8,14.91,19468.14,2643.43,2732.33,4484.22,29328.127,25412.241,0,481.345,56240.676,39.8,36477.22,5014.22,5033.81,8377.78,54903.033,44154.611,0,889.429,102918.825
Monday,18-June-18,13.28,15843.67,3047,3444.25,5345.04,27679.957,19387.137,0,408.084,47203.424,40,15.25,16633.91,3350.19,4167.86,6742.88,30894.842,26352.372,0,481.345,56640.289,39.7,32477.58,6397.19,7612.12,12087.92,58574.799,45739.509,0,889.429,103843.713
Tuesday,19-June-18,13.24,16099.44,3071.47,3459.98,5353.64,27984.534,17793.962,0,408.084,49352.297,39.9,15.54,14621.35,3091.38,4047.74,6693.21,28453.686,26589.19,0,481.345,56402.915,39.7,30720.8,6162.85,7507.72,12046.86,56438.22,44383.152,0,889.429,105755.212
Wednesday,20-June-18,13.3,15716.46,3030.06,3436.04,5340.73,27523.293,17943.123,0,408.084,48630.509,39.9,15.47,15107.77,3154.74,4078.51,6705.69,29046.71,26696.416,0,481.345,57337.115,39.8,30824.24,6184.8,7514.55,12046.42,56570.003,44639.539,0,889.429,105967.624
Thursday,21-June-18,13.18,16484.58,3108.35,3482.46,5366.55,28441.945,19450.722,0,408.084,50584.976,39.9,15.07,17885.78,3511.61,4243.54,6774.7,32415.624,25911.484,0,481.345,59236.401,39.7,34370.36,6619.96,7726,12141.25,60857.569,45362.206,0,889.429,109821.377
Friday,22-June-18,13.36,15535.51,2807.9,2939.06,4684.07,25966.538,19165.013,0,408.084,46479.278,39.9,15.14,17783.89,3228.27,3670.1,6008.09,30690.349,24563.589,0,481.345,55630.143,39.6,33319.4,6036.17,6609.16,10692.16,56656.887,43728.602,0,889.429,102109.421
Saturday,23-June-18,13.19,17046.08,2315.77,2273.93,3697.57,25333.351,17202.866,0,408.084,41766.113,39.9,15.13,17872.35,2502.05,2665.87,4268.39,27308.661,25150.521,0,481.345,52213.07,39.4,34918.43,4817.82,4939.8,7965.96,52642.012,42353.387,0,889.429,93979.183
Sunday,24-June-18,13.84,12614.21,2024.65,2111.18,3782.65,20532.683,17716.567,0,408.084,39013.087,39.7,15.5,15273.84,2256.59,2563.98,4414.68,24509.09,24315.139,0,481.345,48352.549,39.5,27888.05,4281.24,4675.16,8197.33,45041.773,42031.706,0,889.429,87365.636
Monday,25-June-18,14.33,9141.32,2353.07,3040.3,5119.35,19654.043,18158.684,0,408.084,40844.755,39.9,15.92,11985.4,2756.79,3905.54,6630.82,25278.549,26364.074,0,481.345,51885.575,39.9,21126.72,5109.86,6945.84,11750.17,44932.592,44522.758,0,889.429,92730.33
Tuesday,26-June-18,14.27,9524.77,2392.08,3063.44,5132.25,20112.53,18288.618,0,408.084,42338.467,40.1,15.92,11986.2,2756.2,3905.71,6630.93,25279.04,23391.867,0,481.345,49294.427,40,21510.97,5148.28,6969.15,11763.17,45391.57,41680.485,0,889.429,91632.894
Wednesday,27-June-18,14.38,8822.67,2321.08,3022.88,5108.61,19275.244,21118.132,0,408.084,45002.844,40.1,15.83,12611.56,2835.71,3941.29,6646.21,26034.76,23261.167,0,481.345,50052.554,40,21434.23,5156.8,6964.16,11754.82,45310.004,44379.299,0,889.429,95055.398
Thursday,28-June-18,14.38,8822.93,2321.01,3023.54,5108.61,19276.088,21695.697,0,408.084,44497.463,40,15.85,12473.09,2817.97,3933.52,6642.91,25867.484,23543.705,0,481.345,49350.364,39.7,21296.02,5138.97,6957.06,11751.52,45143.572,45239.402,0,889.429,93847.827
Friday,29-June-18,14.38,8938.35,2173.15,2589.19,4487.37,18188.061,22408.063,0,408.084,44275.26,40.1,15.85,12747.8,2630.98,3416.72,5900.5,24695.997,21102.303,0,481.345,46755.675,39.8,21686.15,4804.13,6005.91,10387.87,42884.058,43510.366,0,889.429,91030.935
Saturday,30-June-18,14.25,10020.85,1794.83,1983.09,3527.9,17326.657,21616.856,0,408.084,39526.051,40.3,15.92,12262.74,1989.29,2449.04,4178.94,20880.015,23794.564,0,481.345,46112.588,39.9,22283.59,3784.12,4432.13,7706.83,38206.672,45411.42,0,889.429,85638.639
Sunday,01-July-18,14.38,9091.38,1761.49,2022.23,3761.08,16636.187,20792.017,0,408.084,38421.794,40.1,15.92,12336.77,1980.09,2460.25,4453.5,21230.606,23407.496,0,481.345,44800.834,40,21428.15,3741.59,4482.48,8214.58,37866.793,44199.513,0,889.429,83222.628
Monday,02-July-18,14.22,9867.96,2432.44,3169.55,5234.51,20704.462,21213.042,0,408.084,43052.028,39.7,15.92,12035.87,2750.88,3918.37,6790.39,25495.51,25878.118,0,481.345,50531.153,39.7,21903.84,5183.32,7087.92,12024.9,46199.972,47091.16,0,889.429,93583.181
Tuesday,03-July-18,14.08,10765.03,2520,3221.46,5264.12,21770.602,20822.218,0,408.084,43718.207,39.5,15.86,12455.09,2803.38,3941.15,6800.71,26000.326,25005.469,0,481.345,50959.816,39.5,23220.12,5323.38,7162.61,12064.82,47770.928,45827.687,0,889.429,94678.023
Wednesday,04-July-18,14.38,8844.34,2332.35,3109.52,5200.72,19486.93,21021.988,0,408.084,43831.488,39.5,15.89,12246.3,2776.65,3929.2,6795.58,25747.724,26670.065,0,481.345,52066.377,39.4,21090.64,5109,7038.71,11996.3,45234.654,47692.053,0,889.429,95897.865
Thursday,05-July-18,14.38,8845.42,2334.2,3109.39,5200.7,19489.715,20333.685,0,408.084,41970.49,39.4,15.92,12037.71,2750.13,3917.43,6790.57,25495.836,25974.427,0,481.345,50944.686,39.3,20883.13,5084.33,7026.82,11991.27,44985.551,46308.112,0,889.429,92915.176
Friday,06-July-18,14.38,8960.75,2184.97,2664.84,4573.46,18384.007,21323.245,0,408.084,42154.196,39.3,15.92,12302.67,2567.39,3403.25,6024.53,24297.837,24365.695,0,481.345,50259.068,39.3,21263.41,4752.35,6068.09,10597.99,42681.844,45688.94,0,889.429,92413.264
Saturday,07-July-18,14.38,9181.97,1742.51,2007.24,3571.23,16502.946,19272.489,0,408.084,34980.477,39.3,15.92,12314.74,1986.1,2459.07,4261.83,21021.741,24057.862,0,481.345,44012.257,39.4,21496.7,3728.61,4466.31,7833.06,37524.687,43330.351,0,889.429,78992.734
Sunday,08-July-18,14.38,9093.82,1764.78,2021.94,3761.13,16641.674,20002.548,0,408.084,36175.299,39.2,15.92,12339.18,1979.7,2459.26,4453.61,21231.741,24632.316,0,481.345,44383.941,39.4,21433,3744.48,4481.2,8214.74,37873.415,44634.864,0,889.429,80559.24
Monday,09-July-18,14.29,9422.11,2392.49,3142.21,5219.73,20176.535,23334.778,0,408.084,44413.282,39.2,15.92,12038.24,2749.86,3917,6790.54,25495.642,26445.552,0,481.345,50724.424,39.4,21460.34,5142.36,7059.21,12010.27,45672.177,49780.33,0,889.429,95137.706
Tuesday,10-July-18,14.04,11023.74,2549.33,3234.08,5272.56,22079.712,21987.972,0,408.084,43907.52,39.1,15.92,12038.77,2750.11,3917,6790.54,25496.427,25764.376,0,481.345,51106.43,39.3,23062.51,5299.44,7151.08,12063.11,47576.139,47752.348,0,889.429,95013.95
Wednesday,11-July-18,13.88,12048.61,2650.73,3292.93,5306.36,23298.637,22281.76,0,408.084,44222.482,39.2,15.79,12946.13,2863.54,3965.83,6812.65,26588.15,26274.605,0,481.345,51658.876,39.3,24994.74,5514.28,7258.76,12119.01,49886.787,48556.365,0,889.429,95881.358
Thursday,12-July-18,13.98,11408.87,2587.9,3256.37,5285.21,22538.353,22055.887,0,408.084,43992.282,39.2,15.68,13713.51,2959.84,4006.94,6831.25,27511.546,27063.141,0,481.345,53327.465,39.3,25122.39,5547.74,7263.31,12116.46,50049.899,49119.028,0,889.429,97319.747
Friday,13-July-18,14.17,10325.02,2312.72,2734.43,4613.32,19985.488,22667.782,0,408.084,43199.035,39.2,15.68,14015.2,2765.31,3483.89,6061.07,26325.462,26606.294,0,481.345,52750.267,39.3,24340.22,5078.03,6218.31,10674.39,46310.95,49274.076,0,889.429,95949.302
Saturday,14-July-18,14.38,9183.56,1744.12,2007.24,3571.19,16506.11,20409.845,0,408.084,36225.055,39.3,15.92,12316.73,1984.94,2458.38,4261.82,21021.864,25080.621,0,481.345,45735.104,39.4,21500.29,3729.06,4465.62,7833.01,37527.974,45490.466,0,889.429,81960.159
Sunday,15-July-18,14.38,9095.33,1766.44,2021.85,3761.09,16644.715,19344.64,0,408.084,35288.944,39.3,15.92,12340.79,1978.43,2458.36,4453.64,21231.228,24841.727,0,481.345,44960.143,39.4,21436.12,3744.88,4480.21,8214.74,37875.943,44186.367,0,889.429,80249.087
Monday,16-July-18,14.38,8847.23,2337.98,3109.05,5200.74,19494.991,19104.615,0,408.084,39616.85,39.3,15.92,12040.55,2747.96,3915.37,6790.61,25494.482,26394.807,0,481.345,50653.005,39.4,20887.77,5085.94,7024.42,11991.35,44989.473,45499.422,0,889.429,90269.855
Tuesday,17-July-18,14.17,10193.03,2470.31,3185.81,5245.11,21094.253,20880.427,0,408.084,42695.331,39.3,15.92,12041.08,2747.81,3915.13,6790.56,25494.564,26932.281,0,481.345,52373.109,39.4,22234.11,5218.11,7100.93,12035.67,46588.817,47812.708,0,889.429,95068.44
Wednesday,18-July-18,14.14,10385.63,2489.63,3196.53,5251.38,21323.17,21103.599,0,408.084,43108.476,39.3,15.92,12041.19,2747.64,3914.68,6790.58,25494.09,26929.889,0,481.345,52955.922,39.3,22426.82,5237.27,7111.21,12041.96,46817.26,48033.488,0,889.429,96064.398
Thursday,19-July-18,14.27,9553.83,2408.55,3148.77,5223.96,20335.109,21986.254,0,408.084,42766.242,39.3,15.92,12041.55,2747.48,3914.34,6807.56,25510.932,26103.837,0,481.345,51009.907,39.3,21595.38,5156.03,7063.11,12031.52,45846.041,48090.091,0,889.429,93776.149
Friday,20-July-18,14.01,10311.42,2377.9,2879.22,4463.27,20031.812,22604.895,0,408.084,43379.586,39.3,15.92,11211.28,2523.59,3317.79,5694.32,22746.982,24586.056,0,481.345,50103.96,39.3,21522.7,4901.49,6197.01,10157.59,42778.794,47190.951,0,889.429,93483.546
Saturday,21-July-18,14.23,9486.9,1832.55,1852.26,3337.41,16509.12,21063.613,0,408.084,38807.775,39.3,15.92,11440.23,2018.7,2065.1,3939.05,19463.08,25832.278,0,481.345,47916.16,39.4,20927.13,3851.26,3917.36,7276.46,35972.2,46895.891,0,889.429,86723.935
Sunday,22-July-18,14.38,8557.62,1760.19,1816.7,3315.9,15450.404,21038.656,0,408.084,38355.029,39.5,15.92,11440.41,2018.59,2064.77,3939.1,19462.874,24541.963,0,481.345,45058.76,39.4,19998.03,3778.78,3881.47,7255,34913.278,45580.619,0,889.429,83413.789
Monday,23-July-18,14.38,8133.04,2164.61,2759.67,4396.3,17453.607,21544.828,0,408.084,40554.767,39.4,15.92,11211.24,2523.23,3317.12,5694.25,22745.843,23613.943,0,481.345,46283.298,39.5,19344.28,4687.84,6076.79,10090.54,40199.45,45158.771,0,889.429,86838.065
Tuesday,24-July-18,14.38,8132.95,2164.83,2760.27,4396.37,17454.413,19218.5,0,408.084,39115.649,39.4,15.92,11211.61,2522.98,3316.8,5694.25,22745.639,18781.908,0,481.345,42296.688,39.4,19344.56,4687.8,6077.07,10090.62,40200.052,38000.408,0,889.429,81412.337
Wednesday,25-July-18,14.38,8132.99,2164.83,2760.27,4396.37,17454.451,21874.818,0,408.084,42284.594,39.4,15.92,11212.06,2523.1,3319.87,5694.24,22749.261,17307.9,0,481.345,41243.158,39.4,19345.05,4687.92,6080.14,10090.6,40203.712,39182.718,0,889.429,83527.752
Thursday,26-July-18,14.38,8133.46,2164.83,2766.51,4396.37,17461.17,20715.362,0,408.084,40416.884,39.4,15.92,11212.48,2522.83,3319.87,5694.24,22749.411,17485.187,0,481.345,40902.537,39.4,19345.95,4687.65,6086.38,10090.6,40210.581,38200.549,0,889.429,81319.421
Friday,27-July-18,14.38,8133.61,2165.06,2766.51,4396.37,17461.552,20078.24,0,408.084,37265.592,39.4,15.92,11212.85,2522.97,3321.08,5694.24,22751.137,15731.201,0,481.345,39200.427,39.4,19346.46,4688.04,6087.59,10090.6,40212.689,35809.441,0,889.429,76466.019
Saturday,28-July-18,14.38,8558.62,1762.23,1822.34,3315.91,15459.107,19887.141,0,408.084,36708.524,39.4,15.92,11441.96,2018.24,2067.32,3939.01,19466.533,17737.924,0,481.345,39803.178,39.4,20000.58,3780.47,3889.67,7254.93,34925.64,37625.065,0,889.429,76511.702
Sunday,29-July-18,14.21,9611.97,1845.56,1863.47,3340.26,16661.248,19643.538,0,408.084,39436.618,39.3,15.67,13098.56,2192.34,2122.23,3964.45,21377.577,21718.459,0,481.345,45311.145,39.3,22710.53,4037.9,3985.7,7304.7,38038.825,41361.997,0,889.429,84747.763
Monday,30-July-18,14.22,9075.96,2260.65,2820.79,4425.32,18582.718,19787.882,0,408.084,40923.446,39.3,15.79,12057.23,2629.98,3361.38,5712.55,23761.139,21860.22,0,481.345,47920.707,39.5,21133.19,4890.63,6182.17,10137.87,42343.857,41648.102,0,889.429,88844.153
Tuesday,31-July-18,14.28,8723,2226.01,2801.32,4414.45,18164.78,21165.612,0,408.084,42608.165,39.2,15.73,12447.34,2679.45,3380.43,5721,24228.214,23285.461,0,481.345,48242.494,39.4,21170.34,4905.47,6181.74,10135.44,42392.994,44451.073,0,889.429,90850.659
Wednesday,01-August-18,14.32,8506.62,2224.53,2867.02,4305.67,17903.844,22645.144,0,408.084,44579.809,39.3,15.8,12027.63,2632.54,3382.79,5763.87,23806.829,23047.966,0,481.345,48431.819,39.4,20534.25,4857.07,6249.82,10069.54,41710.673,45693.11,0,889.429,93011.628
Thursday,02-August-18,14.38,8153.14,2189.77,2847.61,4294.78,17485.296,21405.406,0,408.084,40928.534,39.3,15.92,11246.48,2533.95,3344.06,5747.04,22871.54,23158.798,0,481.345,47039.301,39.4,19399.63,4723.72,6191.67,10041.82,40356.836,44564.204,0,889.429,87967.835
Friday,03-August-18,14.38,8153.16,2190.7,2848.08,4294.73,17486.666,21441.381,0,408.084,42008.263,39.5,15.92,11246.81,2534.24,3344.85,5747.04,22872.935,22747.33,0,481.345,47376.844,39.4,19399.97,4724.94,6192.92,10041.77,40359.601,44188.711,0,889.429,89385.107
Saturday,04-August-18,14.38,8579.06,1781.59,1853.77,3230.31,15444.73,19883.908,0,408.084,36959.731,39.4,15.92,11476.9,2026.37,2086.86,3983.77,19573.896,23385.799,0,481.345,44958.405,39.5,20055.96,3807.97,3940.63,7214.08,35018.626,43269.707,0,889.429,81918.136
Sunday,05-August-18,14.38,8579.06,1781.59,1853.77,3230.31,15444.729,20023.648,0,408.084,36473.132,39.1,15.92,11476.91,2026.37,2086.86,3983.77,19573.901,21784.979,0,481.345,42750.016,39.4,20055.96,3807.96,3940.63,7214.08,35018.63,41808.627,0,889.429,79223.148
Monday,06-August-18,14.38,8871.79,2371.74,3211.95,5088.68,19544.153,20610.847,0,408.084,40221.228,39.1,15.92,12081.01,2759.05,3943.05,6866.3,25649.404,23916.36,0,481.345,47150.046,39.3,20952.79,5130.79,7155,11954.98,45193.557,44527.207,0,889.429,87371.274
Tuesday,07-August-18,14.38,8872.22,2370.54,3211.3,5088.71,19542.759,20841.237,0,408.084,42126.493,38.9,15.92,12081.52,2758.98,3943.05,6866.3,25649.841,23587.672,0,481.345,48176.607,39.2,20953.74,5129.52,7154.34,11955.01,45192.6,44428.909,0,889.429,90303.1
Wednesday,08-August-18,14.04,11056.45,2580.47,3333.56,5160.55,22131.022,21754.364,0,408.084,43733.004,39,15.92,12081.47,2758.98,3943.58,6866.35,25650.39,23014.804,0,481.345,49095.278,39.2,23137.92,5339.45,7277.14,12026.9,47781.412,44769.168,0,889.429,92828.282
Thursday,09-August-18,13.87,12149.99,2684.73,3395.73,5196.47,23426.918,21252.065,0,408.084,44461.313,39.3,15.64,14042.4,3005.36,4041.74,6913.48,28002.985,23267.128,0,481.345,50923.581,39.4,26192.39,5690.09,7437.47,12109.96,51429.903,44519.193,0,889.429,95384.894
Friday,10-August-18,13.55,14390.26,2706.07,3009.22,4625.69,24731.235,21285.715,0,408.084,46000.255,39.3,15.05,18572.57,3300.22,3717.66,6227.39,31817.84,22150.476,0,481.345,59859.875,39.4,32962.84,6006.29,6726.88,10853.08,56549.075,43436.191,0,889.429,105860.13
Saturday,11-August-18,13.79,13144.98,2041.26,2200.86,3570.36,20957.452,21407.433,0,408.084,40109.973,39.1,15.15,17875.07,2488.3,2680.5,4405.89,27449.759,20265.151,0,481.345,50881.405,39.4,31020.05,4529.56,4881.35,7976.25,48407.211,41672.584,0,889.429,90991.378
Sunday,12-August-18,14.03,11433.63,1954.33,2154.36,3718.87,19261.186,20975.272,0,408.084,40445.145,39.1,15.28,16977.04,2399.76,2645.21,4588.76,26610.771,22172.547,0,481.345,49231.597,39.3,28410.67,4354.09,4799.57,8307.63,45871.957,43147.819,0,889.429,89676.742
Monday,13-August-18,14.13,10480.08,2521.57,3300.35,5141.56,21443.568,23651.148,0,408.084,45633.786,39.2,15.49,15092.94,3137.36,4096.22,6938.62,29265.141,24322.315,0,481.345,51878.377,39.3,25573.02,5658.93,7396.58,12080.19,50708.709,47973.463,0,889.429,97512.163
Tuesday,14-August-18,14.16,10287.57,2503.83,3289.73,5135.16,21216.292,22968.685,0,408.084,46091.202,39.2,15.6,14323.88,3040.76,4055.25,6920.14,28340.019,23013.664,0,481.345,50169.721,39.4,24611.45,5544.59,7344.98,12055.3,49556.311,45982.349,0,889.429,96260.923
Wednesday,15-August-18,14.38,8874.86,2365.7,3208.83,5088.71,19538.088,23162.492,0,408.084,47021.275,39.3,15.83,12714.83,2838.98,3970.21,6881.51,26405.519,22848.043,0,481.345,49060.631,39.3,21589.68,5204.68,7179.04,11970.21,45943.607,46010.535,0,889.429,96081.906
Thursday,16-August-18,13.95,11637.61,2633.43,3365.35,5161.89,22798.274,24006.117,0,408.084,48772.264,39.7,15.5,15026.28,3129.64,4094.84,6937.11,29187.876,22718.997,0,481.345,51138.784,39.6,26663.89,5763.08,7460.19,12099,51986.15,46725.114,0,889.429,99911.048
